frame,track_id,vehicle_type,speed_px_per_sec
frame_0001.jpg,0,car,55.55703154653891
frame_0002.jpg,0,car,58.96596753980449
frame_0003.jpg,0,car,69.28506433188802
frame_0004.jpg,0,car,71.73049335369473
frame_0005.jpg,0,car,34.936628407494574
frame_0006.jpg,0,car,69.7926675822974
frame_0007.jpg,0,car,27.273989226499843
frame_0008.jpg,0,car,6.504953342801163
frame_0001.jpg,1,car,69.74355696878352
frame_0002.jpg,1,car,46.80955452796927
frame_0001.jpg,2,car,311.7637189693849
frame_0002.jpg,2,car,58.95464800418996
frame_0001.jpg,3,car,31.982307280275332
frame_0002.jpg,3,car,62.52050466905154
frame_0002.jpg,5,motorcycle,110.21764192820235
frame_0005.jpg,10,car,66.06712018390732
frame_0006.jpg,10,car,112.16980702620323
frame_0007.jpg,10,car,39.502849222818234
frame_0008.jpg,10,car,81.111468443895
frame_0009.jpg,10,car,8.139107424064001
frame_0010.jpg,10,car,56.110422175348546
frame_0011.jpg,10,car,64.01731828330057
frame_0012.jpg,10,car,27.625989142756055
frame_0013.jpg,10,car,52.1423282410986
frame_0013.jpg,10,car,155.23281261930234
frame_0014.jpg,10,car,113.64739269911794
frame_0015.jpg,10,car,211.90993464170148
frame_0016.jpg,10,car,32.81038873522656
frame_0005.jpg,12,motorcycle,107.75882965717435
frame_0006.jpg,12,motorcycle,40.952113722523485
frame_0007.jpg,12,motorcycle,46.68666662232172
frame_0008.jpg,12,motorcycle,15.299273388912649
frame_0009.jpg,12,motorcycle,42.27678978680502
frame_0010.jpg,12,motorcycle,28.968705881534238
frame_0011.jpg,12,motorcycle,120.22566897068494
frame_0012.jpg,12,motorcycle,224.08284192614832
frame_0013.jpg,12,motorcycle,39.265424314277126
frame_0014.jpg,12,motorcycle,2.141547621166389
frame_0015.jpg,12,motorcycle,100.66586688608037
frame_0016.jpg,12,motorcycle,133.402411964466
frame_0017.jpg,12,motorcycle,154.55283671971836
frame_0018.jpg,12,motorcycle,45.17670603095032
frame_0019.jpg,12,motorcycle,60.40135342074225
frame_0020.jpg,12,motorcycle,221.05270093393472
frame_0021.jpg,12,motorcycle,115.50876538556797
frame_0022.jpg,12,motorcycle,24.680626582350172
frame_0023.jpg,12,motorcycle,67.09550300200522
frame_0024.jpg,12,motorcycle,30.84061389920879
frame_0025.jpg,12,motorcycle,46.558093281088496
frame_0026.jpg,12,motorcycle,94.25772355157365
frame_0006.jpg,14,car,305.22883211424596
frame_0006.jpg,14,truck,17.702326217504044
frame_0007.jpg,14,car,212.66330895601186
frame_0007.jpg,17,car,99.0725857208725
frame_0008.jpg,17,motorcycle,412.79499324492497
frame_0012.jpg,22,car,37.12704120360944
frame_0013.jpg,22,car,95.12426946722395
frame_0014.jpg,24,car,195.65815167281954
frame_0015.jpg,24,car,57.273087354602644
frame_0016.jpg,24,car,90.6861538359281
frame_0017.jpg,24,car,41.803824425583784
frame_0018.jpg,24,car,2.513732044125883
frame_0019.jpg,24,car,43.72896057374087
frame_0020.jpg,24,car,38.30758701620862
frame_0021.jpg,24,car,31.499397715117595
frame_0022.jpg,24,car,72.1855221779445
frame_0023.jpg,24,car,22.248925333218466
frame_0024.jpg,24,car,43.56414614656976
frame_0025.jpg,24,car,10.888867052802938
frame_0026.jpg,24,car,46.74037108640211
frame_0027.jpg,24,car,57.25290230519671
frame_0028.jpg,24,car,36.13703876221932
frame_0029.jpg,24,car,33.87288985107107
frame_0030.jpg,24,car,40.04740192374734
frame_0016.jpg,27,car,41.19237980278821
frame_0017.jpg,27,car,53.697267445917205
frame_0018.jpg,27,car,26.3586226102716
frame_0019.jpg,27,car,23.5123974671963
frame_0020.jpg,27,car,49.71232839531022
frame_0021.jpg,27,car,109.97725350652227
frame_0022.jpg,27,car,46.76252785065721
frame_0023.jpg,27,car,16.63375053906329
frame_0024.jpg,27,car,47.771676833587286
frame_0025.jpg,27,car,111.42633457876005
frame_0025.jpg,27,car,106.80238338328323
frame_0026.jpg,27,car,64.22397193769852
frame_0027.jpg,27,car,44.38826706974211
frame_0028.jpg,27,car,42.605584306554526
frame_0028.jpg,27,truck,45.115328437724955
frame_0029.jpg,27,car,90.38667339059893
frame_0030.jpg,27,car,68.66005094203209
frame_0031.jpg,27,car,106.14398387157838
frame_0032.jpg,27,car,61.066352585962214
frame_0033.jpg,27,car,95.80633290964181
frame_0034.jpg,27,car,87.32243950669911
frame_0035.jpg,27,car,38.70563097232738
frame_0036.jpg,27,car,51.37524162836817
frame_0037.jpg,27,car,58.72042068613042
frame_0038.jpg,27,car,12.873947354710918
frame_0039.jpg,27,car,62.104573144041915
frame_0020.jpg,28,car,59.18485480070182
frame_0021.jpg,28,car,32.242576295609055
frame_0022.jpg,28,car,79.81678110887273
frame_0022.jpg,28,car,314.9552465023899
frame_0023.jpg,28,car,346.83427644606536
frame_0024.jpg,28,car,54.31031803579991
frame_0025.jpg,28,car,2.853933479357508
frame_0026.jpg,28,car,46.255134798050996
frame_0027.jpg,29,truck,45.5575138748901
frame_0029.jpg,30,motorcycle,45.83159646727433
frame_0030.jpg,30,motorcycle,272.4518626274581
frame_0031.jpg,30,motorcycle,78.7586871652441
frame_0032.jpg,30,motorcycle,43.020844570418994
frame_0033.jpg,30,motorcycle,94.19793027599798
frame_0034.jpg,30,motorcycle,62.94182354700484
frame_0035.jpg,30,motorcycle,119.80262345363448
frame_0029.jpg,31,motorcycle,338.0019710402758
frame_0030.jpg,32,motorcycle,374.7761671013617
frame_0030.jpg,32,car,18.00231518789227
frame_0032.jpg,34,motorcycle,583.1598997692911
frame_0033.jpg,34,motorcycle,449.9070877424145
frame_0033.jpg,36,motorcycle,560.4248858464093
frame_0036.jpg,42,motorcycle,723.6190304834545
frame_0037.jpg,42,car,718.2666878839722
frame_0038.jpg,42,car,644.5216172961528
frame_0037.jpg,44,motorcycle,285.41161010565963
frame_0037.jpg,45,motorcycle,759.5485295260925
frame_0038.jpg,45,motorcycle,1275.0455418087988
frame_0039.jpg,45,motorcycle,1293.0984387728367
frame_0040.jpg,45,motorcycle,1433.5430841094044
frame_0041.jpg,45,motorcycle,1326.7652466340523
frame_0042.jpg,45,motorcycle,1279.1663888215064
frame_0043.jpg,45,motorcycle,1212.3124550751584
frame_0044.jpg,45,motorcycle,1336.6299094143758
frame_0044.jpg,45,motorcycle,764.2443059345457
frame_0045.jpg,45,motorcycle,1972.6700774587166
frame_0046.jpg,45,motorcycle,625.0599493434122
frame_0047.jpg,45,motorcycle,607.9681244971275
frame_0038.jpg,46,car,8.958888518523565
frame_0039.jpg,48,motorcycle,69.62173879674454
frame_0040.jpg,48,motorcycle,70.95759440386799
frame_0041.jpg,49,car,205.5720921817463
frame_0041.jpg,49,car,234.28376219955976
frame_0042.jpg,49,car,234.3727542938615
frame_0043.jpg,49,car,78.1163934288302
frame_0044.jpg,49,car,64.6011606361853
frame_0045.jpg,49,car,109.03672639392187
frame_0046.jpg,49,car,61.47389839217584
frame_0041.jpg,50,truck,474.4485512663104
frame_0042.jpg,50,truck,427.9064227001926
frame_0042.jpg,50,truck,316.3164608108434
frame_0043.jpg,50,truck,90.45657008725058
frame_0044.jpg,50,truck,371.6197807541545
frame_0045.jpg,50,truck,304.01941496702403
frame_0042.jpg,51,motorcycle,733.4470198798297
frame_0042.jpg,52,car,61.710629725748184
frame_0046.jpg,58,motorcycle,1969.6954165845439
frame_0047.jpg,58,motorcycle,696.894993912806
frame_0048.jpg,58,motorcycle,442.8599028117011
frame_0049.jpg,58,motorcycle,477.0432092777223
frame_0050.jpg,58,motorcycle,323.740962482149
frame_0051.jpg,58,motorcycle,219.52582715246137
frame_0052.jpg,58,motorcycle,766.6059888560692
frame_0053.jpg,58,motorcycle,117.25902161648227
frame_0054.jpg,58,motorcycle,108.34695217084642
frame_0055.jpg,58,motorcycle,93.5949249781988
frame_0056.jpg,58,motorcycle,97.94826888316078
frame_0057.jpg,58,motorcycle,51.48336290680514
frame_0058.jpg,58,motorcycle,122.38483413545258
